股票代號,股票名稱,ISIN,上市日期,市場別,產業別,CFIcode,備註
6021,大慶證,TW0006021009,2003/04/21,上櫃,金融保險業,ESVUFR,
6022,大眾證,TW0006022007,2005/09/26,上櫃,金融保險業,ESVUFR,
6023,元大期,TW0006023005,2007/11/28,上櫃,金融保險業,ESVUFR,
6024,群益期,TW0006024003,2009/04/27,上櫃,金融保險業,ESVUFR,
6026,福邦證,TW0006026008,2016/01/27,上櫃,金融保險業,ESVUFR,
6101,弘捷,TW0006101009,2001/03/29,上櫃,電子零組件業,ESVUFR,
6103,合邦,TW0006103005,2001/05/07,上櫃,半導體業,ESVUFR,
6104,創惟,TW0006104003,2001/05/22,上櫃,半導體業,ESVUFR,
6105,瑞傳,TW0006105000,2001/04/19,上櫃,電腦及週邊設備業,ESVUFR,
6107,華美,TW0006107006,2001/06/13,上櫃,電子零組件業,ESVUFR,
6109,亞元,TW0006109002,2001/07/26,上櫃,通信網路業,ESVUFR,
6111,大宇資,TW0006111008,2001/08/08,上櫃,資訊服務業,ESVUFR,
6113,亞矽,TW0006113004,2001/08/10,上櫃,電子通路業,ESVUFR,
6114,久威,TW0006114002,2001/09/27,上櫃,電子零組件業,ESVUFR,
6118,建達,TW0006118003,2001/10/25,上櫃,電子通路業,ESVUFR,
6121,新普,TW0006121007,2001/11/27,上櫃,電腦及週邊設備業,ESVUFR,
6122,擎邦,TW0006122005,2000/07/14,上櫃,電機機械,ESVUFR,
6123,上奇,TW0006123003,2002/01/23,上櫃,電腦及週邊設備業,ESVUFR,
6124,業強,TW0006124001,2002/03/19,上櫃,電子零組件業,ESVUFR,
6125,廣運,TW0006125008,2002/01/23,上櫃,光電業,ESVUFR,
6126,信音,TW0006126006,2002/01/18,上櫃,電子零組件業,ESVUFR,
6127,九豪,TW0006127004,2002/01/10,上櫃,電子零組件業,ESVUFR,
6129,普誠,TW0006129000,2001/12/25,上櫃,半導體業,ESVUFR,
6130,基因,TW0006130008,2002/03/26,上櫃,生技醫療業,ESVUFR,
6134,萬旭,TW0006134000,2002/01/08,上櫃,電子零組件業,ESVUFR,
6135,佳營,TW0006135007,2002/01/28,上櫃,電子通路業,ESVUFR,
6138,茂達,TW0006138001,2002/01/18,上櫃,半導體業,ESVUFR,
6140,訊達,TW0006140007,2002/02/04,上櫃,資訊服務業,ESVUFR,
6143,振曜,TW0006143001,2002/01/28,上櫃,通信網路業,ESVUFR,
6144,得利影,TW0006144009,2002/01/23,上櫃,其他電子業,ESVUFR,
6146,耕興,TW0006146004,2002/01/23,上櫃,其他電子業,ESVUFR,
6147,頎邦,TW0006147002,2002/01/31,上櫃,半導體業,ESVUFR,
6148,驊宏資,TW0006148000,2002/02/01,上櫃,資訊服務業,ESVUFR,
6150,撼訊,TW0006150006,2002/03/11,上櫃,電腦及週邊設備業,ESVUFR,
6151,晉倫,TW0006151004,2002/02/25,上櫃,其他電子業,ESVUFR,
6154,順發,TW0006154008,2002/02/18,上櫃,電子通路業,ESVUFR,
6156,松上,TW0006156003,2002/02/19,上櫃,電子零組件業,ESVUFR,
6158,禾昌,TW0006158009,2002/02/19,上櫃,電子零組件業,ESVUFR,
6160,欣技,TW0006160005,2002/03/01,上櫃,電腦及週邊設備業,ESVUFR,
6161,捷波,TW0006161003,2002/03/01,上櫃,電腦及週邊設備業,ESVUFR,
6163,華電網,TW0006163009,2002/03/19,上櫃,通信網路業,ESVUFR,
6167,久正,TW0006167000,2002/03/26,上櫃,光電業,ESVUFR,
